DL5954,MSP,1217,LGA,1418,142
KL2646,DAY,0625,ATL,0721,80
KL2641,KHH,1926,SIN,2244,197
NH2561,EWR,1650,YVR,2107,299
DL0629,ORD,0030,DTW,0102,55
KL1589,GVA,1102,AMS,1202,82
DL2764,PDX,0642,NRT,1406,546
AF8912,TLS,1949,MLA,2121,100
KL1685,ATL,0620,FAY,0709,49
UA5445,FSD,0129,DEN,0232,83
AF3970,SOU,0320,RNS,0354,38
DL6448,SFO,1136,SLC,1258,75
JJ9227,SCL,1728,GRU,2021,148
CZ7278,NBO,1704,CAN,0337,505
NH5685,GUM,1902,NRT,2155,173
NH3743,KIJ,1448,NRT,1514,65
DL1871,MIA,1442,MSP,1729,168
DL7455,GDL,1017,SMF,1345,206
CZ3700,CZX,1135,FOC,1227,66
UA4405,EWR,1940,MEX,2340,261
UA4743,BUF,1831,CLE,1904,51
UA0961,DEN,0032,MRY,0234,124
QF1969,BNE,1326,MKY,1429,76
NH4540,SYO,2025,HND,2059,51
UA4792,MAN,2005,EWR,0245,397
DL4639,JFK,1830,YUL,1913,78
DL8251,SJC,1958,ATL,2324,263
DL4962,BRD,1327,INL,1358,60
JJ1663,BSB,0652,RBR,0940,152
TK0744,VNO,1711,TLL,1803,52
UA9529,DEN,0700,MSP,0822,87
AF4360,ATL,1800,FNT,1915,96
DL3885,OKC,1351,SLC,1542,110
UA9646,DEN,0902,MSO,1022,118
UA2104,DEN,2232,MSN,0004,88
KL5700,SFO,2042,HNL,0133,245
UA5099,ELH,0553,FLL,0627,71
QR1210,DOH,0530,SAH,0707,122
UA2189,XNA,1344,EWR,1601,139
DL2846,FRA,0334,DTW,1045,447
NH7516,HND,1447,IWJ,1555,67
LH2112,FRA,0824,VRN,0913,55
DL9646,GDL,0026,SLC,0305,158
CZ2930,ZYI,0408,PEK,0619,130
NH1928,NGO,0151,GUM,0428,186
UA6321,DEN,0340,MSY,0530,131
EK7848,MLA,1058,TIP,1134,36
DL9933,NGO,2341,DTW,1015,713
DL5654,GUA,1500,ATL,1727,168
LH3051,AGP,0818,DUS,1033,109
BA9275,GOT,0854,MAN,1021,82
CZ0896,DNH,1433,XIY,1606,83
DL6075,YYZ,0303,LAS,0616,187
BA2342,TAB,2250,ANU,2345,63
DL4587,MSP,1212,LHR,1939,368
CZ6907,CAN,1341,PVG,1514,96
UA3391,DEN,0252,MTJ,0327,44
CX1136,KIX,1741,HKG,2044,165
UA2783,EWR,1038,MEM,1214,97
UA4880,YUL,1450,LGA,1532,50
LH3147,BRI,1753,MUC,1852,69
KL4313,MUC,0214,ATL,1136,442
TK8085,EZS,1756,SAW,1902,72
AF3003,GRU,0007,CDG,1044,515
CZ5725,CGO,0747,YIW,0903,62
JJ4456,BSB,1735,REC,1928,101
EK4410,DAC,1023,DXB,1401,239
UA5264,ZRH,2126,BOS,0416,352
JJ4345,CWB,1815,IGU,1900,52
QF0119,BKK,0033,KBV,0127,49
AF0251,PHL,0152,CDG,0915,406
QR2338,DOH,1533,BAH,1552,33
KL7937,JIB,0453,ADD,0537,65
UA9091,GUA,0048,IAD,0423,201
LH9939,GVA,1934,MUC,2016,73
BA6801,LHR,2010,IAD,0232,439
DL6964,BOS,2129,SLC,0118,259
UA8454,HNL,0010,OGG,0036,44
UA0136,PHL,0529,DEN,0821,153
BA9006,KIN,1545,LGW,0055,484
BA2239,LHR,0158,IAH,1130,507
BA2219,DFW,0501,CDG,1304,462
UA6144,GUA,1615,IAH,1818,116
CZ3112,CGO,1907,HGH,2006,65
UA1491,BKW,1534,IAD,1612,63
CZ4822,KMG,1657,HAK,1815,95
NH2283,SDJ,2038,NRT,2109,61
DL1040,YYC,0020,SLC,0142,76
KL5853,AMS,0806,VIE,0915,68
UA5712,PNI,0129,TKK,0224,75
UA7235,ORD,1942,LAN,2013,32
AF8140,ATL,1203,FLL,1315,90
BA7909,LHR,2310,ZAG,0039,112
UA1883,FRA,0208,LAX,1055,645
DL0696,ILM,2159,LGA,2307,98
UA7732,DGO,1909,LAX,2055,149
UA0848,GUM,0838,SPN,0905,55
JJ4618,GRU,1502,POA,1615,59
DL8943,SRQ,1024,ATL,1121,96
UA6503,EWR,1523,MCI,1718,142
AF9461,CUN,1024,ATL,1216,97
DL3544,JFK,2009,YYC,2321,264
UA8275,EWR,0811,MCO,1016,121
DL8810,MCO,2022,MSP,2245,127
KL1955,XMN,1756,NKG,1853,84
LH3552,LED,1817,DUS,2011,118
DL2973,MSP,2018,LNK,2108,42
AF6216,ATL,0028,FSM,0147,65
EK5676,BNE,2022,AKL,2301,149
QR2594,DOH,1819,BCN,2352,278
TK4715,IST,1324,NJF,1517,132
DL0491,BOS,0707,BDA,0853,103
DL0712,SFO,0450,SEA,0620,84
LH1424,ZAG,1732,TXL,1830,62
UA8557,MIA,1153,DEN,1514,164
UA3616,EWR,1431,MBJ,1739,194
CZ1722,KHG,1918,URC,2034,84
CZ1218,CGO,2039,HKG,2219,131
UA8224,IAD,0023,FLL,0202,122
TK3650,IST,1024,NIM,1500,313
CZ8317,TNA,0510,XIY,0613,98
UA3954,ANC,1101,ORD,1556,309
BA3294,GOA,1240,LGW,1353,75
QF6951,PVG,0038,MEL,0909,585
CX1373,NGO,1246,TPE,1507,112
DL8421,DFW,0114,LGA,0358,165
UA4550,IAH,0949,ONT,1202,168
KL3903,ATL,0930,FLL,1050,103
CZ3478,URC,0456,SVO,0934,249
UA0392,EWR,1855,MAD,0028,421
BA2500,CGN,0032,TXL,0115,55
UA3978,JFK,1228,PEK,2255,760
DL1215,SGF,1841,ATL,2001,104
NH1687,SDJ,2200,NGO,2240,74
LH2172,LWO,1326,MUC,1425,69
AF5824,ATL,1050,FRA,1843,553
DL4163,MGM,1645,ATL,1717,57
UA8818,EWR,1706,MAN,2252,376
AF4701,DAY,2056,ATL,2159,82
BA2874,MRU,1530,LGW,0229,523
QR7374,DOH,1119,BEY,1338,135
DL8112,HMO,0022,LAX,0123,99
QF1493,DRW,0618,ISA,0757,128
UA2355,SBA,1613,SFO,1657,75
AF4904,NCE,0319,LYS,0351,37
DL5507,NRT,2034,HNL,0335,392
TK7665,SAW,1633,TLV,1748,80
TK7332,CDG,0017,IST,0306,154
LH0257,CCS,2305,FRA,0647,439
LH5750,BAH,1116,DOH,1137,53
TK5524,HKG,0708,IST,1517,565
CZ1443,CGO,1550,HMI,1811,161
QR2443,LOS,1710,DOH,0000,314
KL1675,EZE,1338,FTE,1619,153
BA7906,LHR,1638,YUL,2300,349
CZ8053,YCU,1744,HRB,1940,134
QR7671,DOH,2211,SGN,0533,384
CZ6389,SHE,0405,CAN,0702,166
JJ7038,SCL,2124,GIG,0105,223
DL5024,CVG,0617,ORD,0701,48
UA4971,DKR,1235,CKY,1343,81
AF1815,CDG,1803,LYS,1843,41
CZ9404,BAV,0214,SJW,0301,78
QF7210,DXB,1547,BAH,1627,59
AF2842,CLT,0810,ATL,0852,53
AF9831,ILM,0131,ATL,0229,76
UA1753,HNL,0510,ORD,1144,487
LH4146,FRA,1728,WAW,1835,88
AF4865,SXB,2320,NCE,0000,56
CZ8688,SHE,1637,TAO,1734,54
KL6932,NWI,2225,AMS,2248,31
UA9929,LAX,0719,MEX,1013,170
CZ5687,PEK,0704,FOC,0853,147
KL5541,CAI,1103,AMS,1415,269
UA8709,PUB,0411,DEN,0435,27
CZ1317,FOC,0450,KWE,0623,79
LH3091,MLA,1854,MUC,2024,105
CZ6572,CJU,1300,CGQ,1422,120
UA1395,IAH,2251,OMA,0014,123
CZ4672,CJU,0109,CGO,0227,72
CZ6860,FOC,1938,KWL,2048,60
UA2258,SFO,1355,ZRH,2322,560
BA1176,LHR,1755,YVR,0230,477
QR7308,DOH,2048,SIN,0249,363
UA5397,ZRH,2258,SFO,0937,490
DL5117,FSD,1802,MSP,1835,45
AF8634,MSY,0501,MSP,0649,142
CZ2279,HGH,1217,ZUH,1334,122
QR9335,DOH,2208,BGW,2337,80
CZ7826,HKT,1609,KWE,1825,178
BA7239,SOF,1210,LHR,1431,127
UA7319,PEK,1059,LAX,2026,639
CZ4830,JNG,0425,CAN,0552,111
KL7439,MSP,1421,AMS,2108,491
KL7981,RDU,1723,ATL,1804,71
TK7553,MSQ,1339,IST,1539,119
DL5940,AMS,0132,PDX,0916,535
DL4089,PHL,2136,MSP,2320,108
NH6240,GUM,1854,NGO,2207,165
DL8890,BTV,0914,DTW,1021,70
LH3293,FRA,0837,EWR,1517,428
AF1992,ATL,1004,FWA,1106,71
DL5275,STL,1648,CVG,1739,53
DL4068,TPA,0519,JFK,0702,121
CX8025,HKG,1412,VVO,1702,192
AF0675,RBA,1902,CDG,2120,119
NH4872,ZRH,0511,NRT,1528,640
JJ0278,CGH,0149,RAO,0217,58
DL0672,FCO,2011,YYZ,0254,415
UA0483,GCC,0955,DEN,1041,68
KL4827,AMS,0144,VCE,0300,62
QR4254,DOH,0829,SHJ,0911,32
UA2816,EBB,2140,BRU,0404,381
DL2100,AUS,0814,ATL,0959,88
EK5938,KRT,1537,DXB,1822,181
UA5069,CMH,0919,DEN,1138,119
NH0853,YYZ,0049,NRT,1225,698
EK4085,MEL,0958,KUL,1558,341
KL5385,YVR,1510,AMS,2329,563
CZ0274,CAN,0055,PNH,0306,112
DL3680,DTW,0133,LAS,0442,225
DL7478,DTW,2057,LAN,2123,48
EK0485,BNE,2120,ROK,2215,59
QF2102,BNE,1753,MEL,1927,112
UA3593,SAT,1415,IAH,1444,29
CZ7284,FOC,2351,KUL,0318,215
UA3255,DCA,0440,DEN,0724,147
UA1560,LAX,0612,MCO,0955,215
UA5544,SJC,0131,IAH,0428,201
JJ5787,PMW,0831,BSB,0923,55
UA6266,SAT,1533,IAD,1801,128
DL5501,AGS,0112,ATL,0136,58
CZ2775,DEL,1549,CAN,1947,232
DL6549,DTW,0549,LAX,0901,235
JJ1999,GIG,1619,EZE,1830,130
UA9174,YYT,0831,EWR,1047,144
DL0381,PEK,0835,DTW,2129,652
UA2778,MEX,0708,DEN,0927,194
DL6728,CMH,2001,MSP,2112,94
NH1887,NRT,1140,KIJ,1213,39
LH6378,FRA,0524,EZE,1613,772
LH8702,VIE,1601,HAM,1711,56
UA0112,IAD,0014,FRA,0811,383
JJ4200,NVT,1127,CGH,1201,41
KL7373,TUL,1748,ATL,1923,79
UA1259,EGE,0441,DEN,0512,47
TK1212,NCE,0503,IST,0658,132
AF6195,SVO,1431,MRS,1753,175
CZ4178,HET,0603,NKG,0736,116
NH7621,NRT,1244,KIX,1334,43
BA5984,LHR,0253,YYC,1003,399
UA8767,IAH,1643,ORD,1822,105
KL8541,BUF,1909,ATL,2030,74
AF5815,LYS,1714,ORY,1745,71
DL0393,BNA,2105,ATL,2138,66
DL9806,BOI,1300,MSP,1459,110
QR6753,MED,0500,DOH,0618,110
UA0476,IAH,0637,ORF,0836,163
UA7743,YYZ,0814,SFO,1249,207
NH5781,NRT,1443,KHH,1750,161
CZ7530,PEK,1357,WUH,1518,110
UA5187,BOS,0937,ZRH,1702,410
EK1184,DXB,1635,FRA,2131,365
UA7737,MSN,1955,ORD,2021,40
CZ3373,PEK,1411,WUS,1546,100
AF7958,MRS,1110,FCO,1203,74
DL5629,NRT,0302,HKG,0617,216
DL2428,VCE,0609,JFK,1323,371
KL2264,LAX,0819,KOA,1220,304
UA3071,YYZ,1016,BDL,1107,47
KL7009,URC,1811,WUH,2130,200
DL8318,AUA,0501,LGA,0844,193
AF3455,CDG,0454,LUX,0531,63
KL5832,FRA,0920,JFK,1534,444
UA6736,AUS,1846,IAH,1914,46
DL6945,MSP,0413,LSE,0435,26
UA6237,AUS,0207,IAD,0431,174
JJ5301,FRA,1506,GIG,0157,662
CZ5473,CSX,2329,NNG,0023,84
QF5271,DXB,1256,ADL,0121,626
CZ9961,SHE,1848,TYN,2013,95
DL6088,SLC,0137,GEG,0245,99
AF9297,KTT,1055,HEL,1156,63
DL7511,ATL,2243,PWM,0036,147
TK4785,SAW,0940,TBS,1115,131
CZ3692,DLC,0718,PEK,0759,45
CZ6966,TPE,2214,DLC,0006,132
JJ6597,SSA,1758,MIA,0136,454
AF6644,DSM,0503,ATL,0635,91
DL6276,GUM,1210,KIX,1443,210
JJ8215,THE,0240,BSB,0415,103
CX3810,DPS,0654,HKG,1044,259
CZ9918,URC,0806,TAS,0957,128
DL9607,CLT,0642,LGA,0800,92
LH0234,MUC,2218,NUE,2240,34
BA0920,ORD,1624,MSY,1750,127
UA4636,IAD,1315,FCO,2008,514
TK7935,IST,1413,ODS,1507,47
NH3377,MYJ,1922,OKA,2041,99
DL6047,SJC,0046,SLC,0151,92
DL1060,ATL,0027,PVR,0306,194
NH8199,FUK,2025,KIJ,2131,84
DL4760,TUL,0758,MSP,0918,73
UA5426,ONT,0138,DEN,0323,124
DL5254,SLC,0110,GDL,0343,188
UA9145,EWR,2357,MYR,0116,87
DL0770,AZO,1851,MSP,1949,77
DL3933,DCA,1844,MSP,2029,115
EK5749,PER,0941,SIN,1401,211
DL6046,DCA,1455,MSN,1624,93
AF2185,TYS,0347,ATL,0417,35
JJ9314,AQP,0229,LIM,0333,101
UA4877,FRA,2340,LOS,0542,306
JJ4183,LIM,0911,JFK,1535,444
NH0455,TAK,1514,HND,1606,55
DL8923,SLC,0208,GCC,0256,54
TK9196,LAX,0138,IST,1203,682
CX7604,CTU,0202,HKG,0337,126
UA3503,EWR,0147,MXP,0908,413
AF6350,CDG,0716,LAX,1736,520
BA9374,GIG,2220,LHR,0852,630
CX7643,HKG,1555,EWR,0738,760
NH7794,YVR,0413,NRT,1251,452
QF7564,KNX,0953,PER,1238,173
KL9765,ATL,0401,FSM,0508,77
CZ7669,YIW,0828,KMG,1031,150
QR2773,DOH,0313,ALG,0807,368
UA1276,YVR,1126,SFO,1251,86
DL0664,ATL,0337,PVD,0529,99
CZ4080,HRB,2106,NGB,2324,135
AF1786,HAJ,1741,CDG,1836,53
KL3655,ATL,1103,FRA,2006,543
LH3962,ADD,0316,MBA,0453,115
CZ5888,SZX,1737,MXZ,1813,58
UA8505,YVR,1332,SEA,1401,33
TK6225,SAW,1228,CDG,1502,171
UA0262,ISN,1503,DEN,1620,63
DL8545,ATL,1403,PTY,1710,223
UA9223,DEN,1617,MAF,1735,93
CZ4062,KMG,1024,XMN,1225,127
JJ3972,BEL,0438,FOR,0553,97
DL3105,TYS,0029,MSP,0202,91
DL9669,ATL,0843,PUJ,1144,147
AF5741,CDG,0827,LAD,1506,445
AF2149,DUS,1529,CDG,1606,30
UA6408,CLE,1941,LGA,2042,59
AF8644,TUL,0459,ATL,0616,83
NH6732,PVG,1042,NGO,1235,120
CZ7963,CAN,0815,PEN,1043,183
CZ9933,TPE,1617,URC,2012,248
LH0797,FRA,2035,FAO,2259,135
CZ6007,CAN,1424,PER,2124,428
KL6581,DFW,0136,AMS,0912,533
EK2924,CGK,0049,DXB,0848,400
KL3977,PTY,1822,AMS,0425,485
UA1621,BWI,0842,EWR,0907,52
CZ4323,CAN,0036,PEK,0308,133
CZ5177,SZX,2123,NAO,2253,110
JJ7999,GIG,0049,VCP,0131,36
NH9292,IAD,0730,ATL,0841,78
BA7616,LCY,0154,MAH,0341,102
LH0373,TXL,1411,MUC,1459,64
UA4638,FKL,0115,CLE,0143,56
BA3941,LCY,1040,MAD,1211,112
LH7128,SVG,2025,FRA,2139,106
AF6493,KBV,1917,BKK,2014,73
UA5954,ORD,1846,LNK,1939,87
BA2773,FRA,2128,LHR,2216,68
QF6485,KUL,0620,MEL,1332,339
QR0308,DOH,0159,AMD,0417,183
EK4863,BNE,1929,SIN,0148,450
UA9318,EWR,2317,MUC,0713,440
UA1866,CLE,0406,LAS,0751,193
UA2986,CMH,0510,CLE,0533,29
UA2804,DEN,2138,MCO,0014,161
KL7243,CUN,2223,ATL,0016,121
KL7678,MVD,1618,EZE,1646,32
UA1764,DEN,0406,MCI,0511,59
UA5989,FLL,1856,MHH,1933,68
UA8160,CUN,0857,CLE,1147,158
CZ3318,TNA,2220,XMN,0009,127
KL0977,AMS,1919,EZE,0725,784
QR0856,SGN,1900,DOH,0110,335
DL7777,IND,0508,DTW,0542,52
QF2747,SYD,0135,ZQN,0409,156
KL2769,XIY,0920,CTU,1018,75
UA6994,MSP,1411,SFO,1706,213
LH3178,BRU,0039,FNA,0622,366
QR2363,DEL,1913,DOH,2208,189
QR3032,DOH,0154,AMM,0410,115
JJ2896,CGR,1441,GRU,1603,102
UA8088,IAH,1919,OKC,2016,82
KL3537,CMH,1337,ATL,1433,64
DL1879,GSP,0232,DTW,0342,64
LH2940,FRA,1220,FCO,1333,103
NH4375,CTS,1952,FKS,2038,52
CZ4468,MFM,1540,JJN,1630,50
KL7422,AKU,1857,URC,1959,83
UA1008,LAX,1052,LIH,1524,278
LH4506,HAM,0458,MUC,0549,65
BA9227,POS,1655,UVF,1734,62
DL0187,BUF,1459,MSP,1624,115
UA9169,AKL,1314,LAX,0025,572
DL1637,PBI,0820,ATL,0930,89
CZ5215,BAV,2341,SHE,0108,108
KL9431,VLD,1814,ATL,1848,30
CZ9855,URC,0148,CAN,0536,226
CZ8679,CJU,1323,SZX,1514,154
UA9032,GJT,0824,IAH,1006,132
CZ1860,URC,1646,TCG,1720,57
UA4571,CLE,1015,LAX,1412,191
UA4341,MTY,0333,IAH,0438,91
QF0544,BME,1230,SYD,1617,233
CZ7219,KCA,1308,URC,1347,61
CZ6608,SHA,1102,KWE,1241,111
CZ6375,XNN,1427,URC,1615,118
UA2944,LAX,0959,LHR,2038,549
LH0849,FRA,1108,FDH,1145,51
DL5660,LGA,1941,JAX,2105,107
NH5449,NRT,1913,LAX,0357,477
UA6422,DEN,0919,MEM,1102,97
CZ7337,URC,1928,TBS,2302,194
UA9701,EWR,0540,MSP,0731,128
CZ5481,NBO,0056,BKK,0751,406
UA0481,MLI,1757,DEN,1933,101
DL8518,AVL,1739,DTW,1849,74
UA7914,EWR,1515,MSN,1644,110
UA0630,BIL,1350,DEN,1453,92
UA5726,MEM,2224,DEN,0007,103
AF1719,WUH,0923,ENH,1007,48
JJ8615,SJP,0104,GRU,0147,48
KL7539,ATL,0334,FNT,0506,80
DL5617,YEG,1318,MSP,1532,125
KL1595,AMS,0310,EWR,1027,381
UA6639,EWR,0405,MSY,0626,122
BA2973,LHR,0011,ZRH,0108,63
AF8184,MSP,2336,ATL,0136,117
DL7560,FAR,0145,ATL,0351,120
UA2019,DEN,1849,MEX,2116,166
BA5132,BCN,1348,LGW,1505,105
DL5535,OKC,1958,ATL,2132,92
UA4834,MAF,1959,DEN,2117,102
UA2694,DEN,2045,MFR,2233,141
TK5424,AMS,0624,SAW,0838,159
BA1487,LHR,0519,IBZ,0705,98
LH9433,FRA,1458,FMO,1526,53
DL8079,BHM,0316,MSP,0450,103
LH0476,NBO,0551,BRU,1253,389
CZ5135,URC,1300,CGO,1536,185
AF6278,CDG,1804,LHR,1837,63
CX3858,CNX,1410,HKG,1604,112
DL5968,AUS,0723,SLC,0922,151
AF4602,ATL,1543,GDL,1820,174
CZ1073,SHA,2251,KMG,0051,138
AF2684,VLD,2344,ATL,0021,55
CZ1573,KHN,0939,KMG,1121,106
UA7016,PIA,1725,ORD,1747,40
QR1839,DOH,0450,ARN,0916,319
QF9837,DXB,2309,AMM,0145,141
AF7235,BUF,1046,ATL,1218,82
BA5275,BCN,1639,LHR,1758,99
UA2803,CLT,2025,CLE,2115,58
CZ5166,SHE,0057,TPE,0249,106
UA5125,PDX,0215,DEN,0419,138
UA4223,HNL,1859,PEK,0453,569
AF8631,CDG,1719,LFW,2211,317
DL4145,CHA,2003,ATL,2027,33
JJ7600,FRA,0135,GRU,1330,542
LH5560,CAI,0304,MUC,0612,202
QF5264,SYD,0752,ICN,1647,529
UA3846,ASB,1518,GYD,1623,59
DL9494,RST,1706,MSP,1722,28
LH3221,BRU,2254,FRA,2328,63
UA7481,FLL,0949,MCO,1020,36
LH2712,ORD,0312,FRA,0953,377
DL6932,BNA,1004,SLC,1303,174
KL3758,EBB,0655,AMS,1342,400
UA7171,LIS,0010,MIA,0632,476
TK9726,NGO,0226,ICN,0336,106
TK5067,SYD,2342,ICN,0737,506
AF6571,EBU,1526,BIA,1619,71
AF9676,NCE,0907,LIL,1005,73
DL8221,RDU,1501,LAS,1828,217
DL0327,CHS,2324,JFK,0036,93
QR7327,DOH,0915,ATH,1217,235
DL4686,RDU,2232,LAX,0207,286
DL1603,PNS,0535,ATL,0618,66
DL4152,BOS,0420,ATL,0607,102
BA6379,AGP,2008,LCY,2216,152
AF9472,SOU,2010,BES,2049,50
AF9860,CDG,1242,LJU,1358,69
LH8411,BIO,0843,MUC,1023,118
UA3052,JFK,1454,PTY,1825,244
DL0138,MAD,0804,JFK,1414,360
DL3113,PVG,2040,JFK,1058,829
KL4116,TXL,0244,AMS,0326,44
QR1855,DOH,0530,ATQ,0820,205
UA1474,DEN,1849,MIA,2139,181
CZ8708,CSX,2306,NGB,0016,55
BA8227,LHR,0605,ICN,1429,600
LH9269,NSI,2348,DLA,0012,53
BA8448,NAS,1017,GCM,1121,68
KL5967,HAM,0122,AMS,0201,45
LH5584,FRA,0807,WRO,0854,44
EK8670,PEW,1838,DXB,2042,136
UA9314,YXE,1017,DEN,1202,93
UA2546,MFR,1048,SFO,1137,79
KL8730,TYS,1919,ATL,1946,32
LH8133,HEL,2254,MUC,0102,132
CZ4186,YIH,2026,CAN,2130,62
DL3504,SLC,2103,GJT,2133,65
KL6830,SHE,2031,HGH,2215,86
BA0868,FRA,2225,LCY,2321,58
KL4941,PVD,2355,ATL,0149,123
KL5600,YYC,1752,YEG,1824,47
AF1721,CDG,2302,LIS,0042,120
QR9857,DOH,1659,RUH,1745,59
DL1389,MIA,1051,MEX,1309,125
LH1128,PEK,0942,DUS,1831,459
LH0466,BCN,1321,FRA,1441,118
TK1038,SYZ,2021,IST,2329,185
QF8679,NKG,0418,PEK,0531,77
TK7277,ADB,1050,IST,1120,48
AF8113,CDG,1722,LIN,1822,70
AF4010,CDG,0830,LIM,1810,559
CZ3527,CTU,1732,KMG,1818,55
UA4078,LNK,0116,ORD,0218,63
DL4638,SAN,0720,DTW,1046,224
JJ0758,REC,1743,SSA,1835,55
NH5300,KIJ,0852,NGO,0928,44
UA2829,MXP,0031,EWR,0646,424
QF8380,BNE,1502,LRE,1621,88
AF1513,PTY,1524,ATL,1819,188
CZ2969,URC,0733,TNA,1054,202
UA0781,LIH,1900,LAX,2332,308
UA2792,VER,2125,IAH,2254,112
UA0198,ORD,1504,LEX,1552,74
DL9860,MSP,0436,MCO,0716,176
DL9784,ORD,0511,CVG,0550,47
LH0506,STR,0921,SKG,1057,107
UA8950,DEN,0458,MKE,0649,146
TK1240,SAW,1110,STW,1235,112
DL9389,MSO,2249,SLC,2346,66
DL0748,OMA,1150,SLC,1326,120
UA8637,DOH,2308,FRA,0349,283
DL7800,KWI,0733,AMS,1237,261
CZ2008,XMN,1842,ZUH,1933,74
CZ3028,SHE,1605,CJU,1726,90
EK3829,DME,1008,DXB,1400,201
NH5820,FUK,1543,KMQ,1635,87
QR6760,DOH,1534,AUH,1608,34
CZ5928,URC,1013,CKG,1312,203
DL0160,BOS,1422,AMS,1948,364
AF5225,CDG,2140,LCA,0035,200
AF1067,MIA,1436,ATL,1549,104
DL2299,MSP,0622,MCI,0711,48
DL0624,RDU,2127,LGA,2232,80
TK1053,BRU,0213,IST,0459,153
LH1184,ABZ,1458,FRA,1616,103
NH2771,FUK,2140,KMI,2213,41
AF0336,CDG,1306,LBV,1822,302
CZ1815,LHR,1021,CAN,2157,555
CZ9642,SHE,0451,CKG,0715,166
UA4483,DEN,0632,MLI,0754,95
NH7521,CTS,2026,FUK,2206,125
QR9056,AUH,1900,DOH,1933,29
AF3148,BHX,0017,CDG,0057,47
JJ9959,REC,0828,BSB,1017,121
NH1880,KMQ,1043,NRT,1117,56
LH8692,SKG,2325,FRA,0104,113
CZ4641,KWE,2201,KMG,2244,76
QF4607,BME,1914,BNE,2305,232
QF5099,DXB,0612,ARN,1143,319
UA8697,ORD,1806,LGA,1925,88
LH3906,EWR,0919,GLA,1522,376
DL3455,MSP,2109,MBS,2212,56
KL5835,DTW,1232,AMS,1839,407
NH1284,HIJ,0220,CTS,0348,95
UA5330,YYZ,0546,ATL,0729,107
KL5905,MYY,1823,KCH,1911,54
UA6580,IAD,2312,FAY,2358,51
DL8815,SFO,0430,ATL,0822,199
UA9006,ORD,0340,LHR,1028,423
KL2639,ATL,0147,FWA,0256,58
NH8159,HKG,2111,HND,0048,237
UA0756,GRR,1456,EWR,1612,79
LH4874,MUC,0509,ODS,0654,124
UA9762,FWA,1029,ORD,1054,40
DL6005,CWA,0916,MSP,0946,64
EK7511,LUN,1147,DXB,1736,338
LH5416,YVR,1036,MUC,1837,603
QF0478,ADL,1224,OLP,1312,67
BA6854,SKG,1914,LGW,2130,137
JJ7796,GIG,0841,VIX,0928,48
KL3811,SLC,0054,LAX,0211,88
